text,tactic,technique
Monitor for abnormal usage of the GFlags tool as well as common processes spawned under abnormal parents and/or with creation flags indicative of debugging such as DEBUG_PROCESS and DEBUG_ONLY_THIS_PROCESS.,TA0003,T1546.012
"Monitor Registry values associated with IFEOs, as well as silent process exit monitoring, for modifications that do not correlate with known software, patch cycles,",TA0003,T1546.012
Adversaries may gain persistence and elevate privileges by executing malicious content triggered by PowerShell profiles.,TA0003,T1546.013
A PowerShell profile  (profile.ps1) is a script that runs when PowerShell starts and can be used as a logon script to customize user environments.,TA0003,T1546.013
PowerShell supports several profiles depending on the user or host program.,TA0003,T1546.013
"For example, there can be different profiles for PowerShell host programs such as the PowerShell console, PowerShell ISE or Visual Studio Code.",TA0003,T1546.013
An administrator can also configure a profile that applies to all users and host programs on the local computer.,TA0003,T1546.013
"Adversaries may modify these profiles to include arbitrary commands, functions, modules, and/or PowerShell drives to gain persistence.",TA0003,T1546.013
Every time a user opens a PowerShell session the modified script will be executed unless the -NoProfile flag is used when it is launched.,TA0003,T1546.013
"An adversary may also be able to escalate privileges if a script in a PowerShell profile is loaded and executed by an account with higher privileges, such as a domain administrator.",TA0003,T1546.013
Turla has used PowerShell profiles to maintain persistence on an infected machine.,TA0003,T1546.013
Enforce execution of only signed PowerShell scripts.,TA0003,T1546.013
Sign profiles to avoid them from being modified.,TA0003,T1546.013
Making PowerShell profiles immutable and only changeable by certain administrators will limit the ability for adversaries to easily create user level persistence.,TA0003,T1546.013
Avoid PowerShell profiles if not needed.,TA0003,T1546.013
Use the -No Profile flag with when executing PowerShell scripts remotely to prevent local profiles and scripts from being executed.,TA0003,T1546.013
"Monitor abnormal PowerShell commands, unusual loading of PowerShell drives or modules.",TA0003,T1546.013
Locations where profile.ps1 can be stored should be monitored for new profiles.,TA0003,T1546.013
Example profile locations include:* $PsHome\Profile.ps1* $PsHome\Microsoft.,TA0003,T1546.013
{HostProgram}_profile.ps1* $Home\My Documents\PowerShell\Profile.ps1* $Home\My Documents\PowerShell\Microsoft.,TA0003,T1546.013
{HostProgram}_profile.ps1,TA0003,T1546.013
Locations where profile.ps1 can be stored should be monitored for modifications.,TA0003,T1546.013
Example profile locations include:* $PsHome\Profile.ps1* $PsHome\Microsoft.,TA0003,T1546.013
{HostProgram}_profile.ps1* $Home\My Documents\PowerShell\Profile.ps1* $Home\My Documents\PowerShell\Microsoft.,TA0003,T1546.013
{HostProgram}_profile.ps1,TA0003,T1546.013
Monitor newly executed processes that may gain persistence and elevate privileges by executing malicious content triggered by PowerShell profiles.,TA0003,T1546.013
Adversaries may gain persistence and elevate privileges by executing malicious content triggered by the Event Monitor Daemon (emond).,TA0003,T1546.014
"Emond is a Launch Daemon that accepts events from various services, runs them through a simple rules engine, and takes action.",TA0003,T1546.014
The emond binary at /sbin/emond will load any rules from the /etc/emond.d/rules/ directory and take action once an explicitly defined event takes place.,TA0003,T1546.014
"The rule files are in the plist format and define the name, event type, and action to take.",TA0003,T1546.014
Some examples of event types include system startup and user authentication.,TA0003,T1546.014
Examples of actions are to run a system command or send an email.,TA0003,T1546.014
"The emond service will not launch if there is no file present in the QueueDirectories path /private/var/db/emondClients, specified in the Launch Daemon configuration file at/System/Library/LaunchDaemons/com.apple.emond.plist.",TA0003,T1546.014
"Adversaries may abuse this service by writing a rule to execute commands when a defined event occurs, such as system start up or user authentication.",TA0003,T1546.014
Adversaries may also be able to escalate privileges from administrator to root as the emond service is executed with root privileges by the Launch Daemon service.,TA0003,T1546.014
Monitor executed commands and arguments that may gain persistence and elevate privileges by executing malicious content triggered by the Event Monitor Daemon (emond).,TA0003,T1546.014
Monitor emond rules creation by checking for files created in /etc/emond.d/rules/ and /private/var/db/emondClients.,TA0003,T1546.014
Monitor emond rules creation by checking for files modified in /etc/emond.d/rules/ and /private/var/db/emondClients.,TA0003,T1546.014
Monitor newly executed processes that may gain persistence and elevate privileges by executing malicious content triggered by the Event Monitor Daemon (emond).,TA0003,T1546.014
Adversaries may establish persistence by executing malicious content triggered by hijacked references to Component Object Model (COM) objects.,TA0003,T1546.015
COM is a system within Windows to enable interaction between software components through the operating system.,TA0003,T1546.015
References to various COM objects are stored in the Registry.,TA0003,T1546.015
Adversaries can use the COM system to insert malicious code that can be executed in place of legitimate software through hijacking the COM references and relationships as a means for persistence.,TA0003,T1546.015
Hijacking a COM object requires a change in the Registry to replace a reference to a legitimate system component which may cause that component to not work when executed.,TA0003,T1546.015
When that system component is executed through normal system operation the adversary's code will be executed instead.,TA0003,T1546.015
"An adversary is likely to hijack objects that are used frequently enough to maintain a consistent level of persistence, but are unlikely to break noticeable functionality within the system as to avoid system instability that could lead to detection.",TA0003,T1546.015
Some variants of ADVSTORESHELL achieve persistence by registering the payload as a Shell Icon Overlay handler COM object.,TA0003,T1546.015
APT28 has used COM hijacking for persistence by replacing the legitimate MMDeviceEnumerator object with a payload.,TA0003,T1546.015
BBSRAT has been seen persisting via COM hijacking through replacement of the COM object for MruPidlList {42aedc87-2188-41fd-b9a3-0c966feabec1} or Microsoft WBEM New Event Subsystem {F3130CDB-AA52-4C3A-AB32-85FFC23AF9C1} depending on the system's CPU architecture.,TA0003,T1546.015
ComRAT samples have been seen which hijack COM objects for persistence by replacing the path to shell32.dll in registry location HKCU\Software\Classes\CLSID{42aedc87-2188-41fd-b9a3-0c966feabec1}\InprocServer32.,TA0003,T1546.015
Ferocious can use COM hijacking to establish persistence.,TA0003,T1546.015
JHUHUGIT has used COM hijacking to establish persistence by hijacking a class named MMDeviceEnumerator and also by registering the payload as a Shell Icon Overlay handler COM object ({3543619C-D563-43f7-95EA-4DA7E1CC396A}).,TA0003,T1546.015
